"Name","m/z","RT [min]","HMDB","KEGG","Super_Class","Class","Sub_Class","log2FC_Processing_1","log2FC_Processing_2","log2FC_Processing_3","log2FC_Processing_4","PC1","PC2","Strength_PC1_PC2","Rank_Strength"
"1-Monostearin",359.31592,8.147,"HMDB0011131","","Lipids and lipid-like molecules","Glycerolipids","Monoradylglycerols",NA,NA,NA,NA,0.00561567438446144,0.0446698316445226,0.0450214355384442,121
"Cyahookerin B",389.24615,8.406,"","","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,0.00133444271204183,0.0449867169693465,0.0450065044302688,122
"5Athq-9I",260.24069,5.947,"","","Organoheterocyclic compounds","Quinolines and derivatives","Hydroquinolines",NA,NA,NA,NA,0.0125510898274222,-0.0432042496833543,0.0449904106066797,123
"17alpha-hydroxywithaferin A",485.25677,8.419,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,-0.027441870612919,-0.0356489515428724,0.0449878206722914,124
"Sulfocholic acid",487.23547,5.76,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives",NA,NA,NA,NA,0.00388231976283997,0.0448055099172244,0.0449733935308804,125
"2,6,6,10,14,17,17-heptamethyl-21,22-dioxahexacyclo[18.2.2.0,.0,.0,.0,]tetracos-23-ene-7,8-diol",459.3558,7.286,"","","Unknown","","",NA,NA,NA,NA,0.021861732788721,0.0392912003102391,0.0449636940469171,126
"4-keto palmitic acid",269.21228,6.853,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0102795003791698,0.0437702520504083,0.0449611286846941,127
"4-[(1r,3as,3br,5as,7r,9ar,9bs,11ar)-3a,5a,7-trihydroxy-7,9a,11a-trimethyl-dodecahydrocyclopenta[a]phenanthren-1-yl]-5h-furan-2-one",403.24786,8.094,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Steroid lactones",NA,NA,NA,NA,0.0192183761664059,0.0406206910033461,0.0449375847155007,128
"cyclo(his-phe)",283.11844,4.383,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,0.00114930814322476,0.0449126562135122,0.0449273591184839,129
"N-acetylnorpandamarilactonine A",210.10968,4.052,"","","Unknown","","",NA,NA,NA,NA,0.00932504105872875,0.0439181289837062,0.0448971986228142,130
"15-oxo-18Z-tetracosenoic acid",381.33762,8.327,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0192208927284632,0.0405718386949998,0.0448945075969452,131
"Isoprekinamycin",317.05643,5.551,"","","Benzenoids","Fluorenes","",NA,NA,NA,NA,-0.00268822388061679,0.044768396148788,0.0448490338955828,132
"1-methyl-5,7-diphenyl-6-(3,4,5,6-tetrahydropyridin-2-yl)-octahydro-2h-quinoline",387.27863,8.68,"","","Organoheterocyclic compounds","Quinolines and derivatives","Phenylquinolines",NA,NA,NA,NA,-0.0205705360553136,0.0398247332798025,0.0448236135804596,133
"8-[(2e)-3,7-dimethylocta-2,6-dien-1-yl]-5,7-dihydroxy-4-[(1s)-1-hydroxypropyl]-6-(3-methylbutanoyl)chromen-2-one",455.24655,8.446,"","","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones",NA,NA,NA,NA,0.0156071657182548,0.0419679056221854,0.0447759837867325,134
"8-keto palmitic acid",271.22693,6.214,"HMDB0030972","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0192188075103483,0.0404335232408149,0.0447686538080535,135
"25(R)-spirost-5-en-3beta,7beta,12beta,21-tetrol",463.30206,8.081,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Bile acids, alcohols and derivatives",NA,NA,NA,NA,0.0184761114702028,0.0407170172602483,0.044712886169769,136
"N-(2E,4E-dodecadienoyl)-homoserine lactone",280.18866,6.274,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,0.0144986529533132,0.0422761768445411,0.0446932440761636,137
"Dehydro-beta-ionone",191.14279,9.158,"HMDB0059904","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,0.0161745960037792,0.0416177519634698,0.0446503620856355,138
"9,16-dihydroxy-palmitic acid",287.2226,6.268,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0119348176023754,0.0429253763209198,0.0445536508436127,139
"Palmitoyl Serinol",330.30042,6.564,"HMDB0013654","","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides",NA,NA,NA,NA,-0.0217104991757725,0.038876131787903,0.0445275128123234,140
"Albocycline M-4",323.18622,5.354,"","","Unknown","","",NA,NA,NA,NA,-0.0296412490945208,0.033176715942487,0.0444893035303083,141
"Epoxyquinol A",387.10901,6.302,"","","Unknown","","",NA,NA,NA,NA,0.0132464407861566,0.0424675244683772,0.0444854900835471,142
"12a-(hydroxymethyl)-2,2,6a,6b,9,9-hexamethyl-10-oxo-1,2,3,4,4a,5,6,6a,6b,7,8,8a,9,10,12a,12b,13,14b-octadecahydropicene-4a-carboxylic acid",469.32767,4.474,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,-0.015607798646431,-0.0416164041246759,0.0444469174505485,143
"5,9-dimethyl-14-methylidene-13-oxo-4,12-dioxatricyclo[9.3.0.0,]tetradec-8-en-2-yl 2-phenylacetate",381.17352,7.452,"","","Unknown","","",NA,NA,NA,NA,0.0191273101077189,0.0400811490799488,0.0444111754350853,144
"Limonenecarboxylic acid",181.12202,7.806,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,0.0142171587957297,0.0420404707878116,0.044379373455287,145
"12-hydroxy-5,10,15-trimethyl-14-oxo-4,9,13-trioxatetracyclo[10.3.0.0,.0,]pentadec-1(15)-en-2-yl acetate",337.13174,6.479,"","","Unknown","","",NA,NA,NA,NA,-0.0224214309219739,-0.038280522931033,0.0443634872441537,146
"PI 32:0",809.51581,9.004,"HMDB0009778","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols",NA,NA,NA,NA,-0.0083464899780973,-0.043493344659444,0.0442869611129468,147
"2-hydroxy-eicosanoic acid",327.28931,8.944,"HMDB0061659","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.00707522590136886,0.0437150458291512,0.0442839028700068,148
"11-(3-hexyloxiran-2-yl)-9-hydroxyundeca-7,10-dienoic acid",325.23761,7.179,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0211406660459472,0.03888590277038,0.0442610573205579,149
"(1s,7ar)-1-{[(2z)-2-methylbut-2-enoyl]oxy}-7-methylidene-hexahydropyrrolizin-4-ium-4-olate",238.14136,5.19,"","","Organoheterocyclic compounds","Pyrrolizidines","",NA,NA,NA,NA,0.0192486619405332,0.0398493835576942,0.0442547664825967,150
"[(1ar,3ar,8ar)-1a-isopropyl-3a-methyl-2h,3h,4h,7h,8h-azuleno[1,8a-b]oxiren-6-yl]methyl 4-methoxybenzoate",371.22241,8.267,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,0.0120279920000612,0.0425853922033402,0.0442514205496936,151
"Versicoloritide C",574.26477,9.374,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,-0.00573250793238605,0.0438048549679867,0.0441783540431422,152
"Nazlinin",242.17577,5.421,"","","Organoheterocyclic compounds","Indoles and derivatives","Indoles",NA,NA,NA,NA,0.0213986007398382,0.0386468162686637,0.0441755194799886,153
"(1s,2s,4s,9s,10r)-14-oxo-7,15-diazatetracyclo[7.7.1.0,.0,]heptadecan-4-yl (3r,5e)-3-hydroxyoct-5-enoate",405.24326,8.616,"","","Unknown","","",NA,NA,NA,NA,-0.00504487526985458,0.0438822126417285,0.0441712502972495,154
"2-(cyclopent-1-en-1-yl)furan",135.08031,7.957,"","","Organoheterocyclic compounds","Heteroaromatic compounds","",NA,NA,NA,NA,0.0041614740769992,0.0439264371991145,0.0441231203735784,155
"panaxatriol",499.37405,3.477,"HMDB0038244","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,-0.0156743277073369,-0.0411099101262973,0.0439966960085553,156
"Asenjonamide B",198.14865,4.773,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.00967005584554318,0.042848204560502,0.0439258308300998,157
"Melimessanol A",297.04691,5.888,"","","Phenylpropanoids and polyketides","Isoflavonoids","Coumestans",NA,NA,NA,NA,0.0247465939998299,0.0361556586175636,0.0438135317528982,158
"6,7,2',4',5'-Pentamethoxyisoflavone",371.1123,5.39,"","","Phenylpropanoids and polyketides","Isoflavonoids","O-methylated isoflavonoids",NA,NA,NA,NA,-0.0285752092061194,0.0331987255243542,0.0438029446226495,159
"3-Chloro-4,5-Dihydroxybenzyl Alcohol",175.0152,8.53,"","","Benzenoids","Phenols","Benzenediols",NA,NA,NA,NA,0.00783212509479266,-0.0430855127361528,0.0437915927003993,160
"N,N-Dimethyldodecylamine",214.25267,6.183,"HMDB0255262","","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,NA,NA,NA,0.0186764109411497,0.0395270075415101,0.0437171894205162,161
"2-hydroxy-hexacosanoic acid",411.38385,8.458,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.00524644020645976,0.0433921356908593,0.0437081522676709,162
"glycyrrhetic acid",493.3309,9.03,"HMDB0011628","C02283","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,-0.0194804107068717,0.0391214284613629,0.0437032329029093,163
"Spisulosine",286.30997,6.768,"HMDB0258433","","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,NA,NA,NA,0.0160516148493542,0.0406320838216899,0.0436877623021006,164
"Triethanolamine",150.11243,0.611,"HMDB0032538","C06771","Organic nitrogen compounds","Organonitrogen compounds","Amines",NA,NA,NA,NA,0.0277290454388844,0.0337588321452888,0.0436870542468303,165
"Methyl homosecodaphniphyllate",360.29288,5.342,"","","Alkaloids and derivatives","Daphniphylline-type alkaloids","",NA,NA,NA,NA,-0.0203000141559145,-0.0386632135692222,0.0436684629707712,166
"2-Hydroxycinnamic acid, predominantly trans",163.03995,4.234,"","","Phenylpropanoids and polyketides","Cinnamic acids and derivatives","Hydroxycinnamic acids and derivatives",NA,NA,NA,NA,-0.0278765987721922,0.0335330311108606,0.0436069826356712,167
"pyreudione a",266.17258,5.42,"","","Organoheterocyclic compounds","Pyrrolizines","",NA,NA,NA,NA,0.00525049013838129,0.0432464501619276,0.0435640115037782,168
"Dihydroquinamine",313.19193,8.774,"","","Organoheterocyclic compounds","Indoles and derivatives","Indolines",NA,NA,NA,NA,-0.0204685592436284,0.0384257245957174,0.0435373199475558,169
"5,7-Dihydroxyflavanone",255.07326,5.514,"HMDB0030808","C09827","Phenylpropanoids and polyketides","Flavonoids","Flavans",NA,NA,NA,NA,-0.013112489954568,0.0415113011757645,0.0435330393852035,170
"DL-7-hydroxy stearic acid",299.25934,7.908,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.00644831206825195,0.0430289099801617,0.043509399244421,171
"5-hydroxy-3,6,10-trimethyl-3h,3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-2-one",251.16446,6.448,"","","Lipids and lipid-like molecules","Prenol lipids","Terpene lactones",NA,NA,NA,NA,-0.0314841420530461,0.0300276788509385,0.04350761655149,172
"Triethylcitrate",277.12854,5.587,"HMDB0034263","","Organic acids and derivatives","Carboxylic acids and derivatives","Tricarboxylic acids and derivatives",NA,NA,NA,NA,0.00854095185995814,0.042658428067785,0.043505049636663,173
"Cer(t18:0/18:0)",584.56165,8.704,"","","Lipids and lipid-like molecules","Sphingolipids","Ceramides",NA,NA,NA,NA,0.0199674959949788,-0.0386520353431899,0.0435049506663402,174
"(1r,4r,4as,8ar)-4-methyl-7-methylidene-octahydro-1h-naphthalene-1-carboxylic acid",209.15315,9.158,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acids",NA,NA,NA,NA,0.0196900693853492,0.0387235648408663,0.0434420683944105,175
"2-[2-(azepan-1-yl)-2-oxoethyl]-1-hydroxy-1-phenyl-decahydropyrido[1,2-a]azepin-4-one",399.27216,6.192,"","","Organoheterocyclic compounds","Piperidines","Phenylpiperidines",NA,NA,NA,NA,-0.00970309033004411,0.04230092746061,0.043399521034002,176
"4-(Ethoxymethyl)-2-methyl-1H-indole",190.12621,5.516,"","","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,0.0255295289131131,0.0350477392912428,0.0433601300269314,177
"methyl 12-{17-ethyl-6-methoxy-3,13-diazapentacyclo[13.3.1.0,.0,.0,]nonadeca-2(10),4,6,8-tetraen-5-yl}-15-ethylidene-17-methyl-10,17-diazatetracyclo[12.3.1.0,.0,]octadeca-3(11),4,6,8-tetraene-18-carboxylate",647.39282,8.881,"","","Unknown","","",NA,NA,NA,NA,-0.0206191259048799,0.038120680798452,0.0433397583936362,178
"(5S,8R,9R,10S)-(-)-8-hydroxy-7,8-seco-cassa-13,15-dien-7-oic acid epsilon+",301.21387,5.173,"","","Organoheterocyclic compounds","Lactones","",NA,NA,NA,NA,-0.0139028635408927,0.0409626997520266,0.0432577436491013,179
"DEET",192.13811,5.987,"HMDB0250930","C10935","Benzenoids","Benzene and substituted derivatives","Toluenes",NA,NA,NA,NA,0.0305229562966285,-0.0305743843042195,0.0432023591562775,180
"Rubramin",223.02788,4.919,"","","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives",NA,NA,NA,NA,-0.00846725087373569,0.0423640243000387,0.0432019084329969,181
"9-oxo-7E-hexadecenoic acid",269.2114,7.142,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0278798587666469,0.0329579474748201,0.0431684239531764,182
"Asperidine C",332.2619,4.747,"","","Organoheterocyclic compounds","Azolidines","Isoxazolidines",NA,NA,NA,NA,-0.0129965989662974,-0.0411516547651479,0.0431551882697861,183
"Manaoic acid",251.20038,7.295,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,-0.0272202095049251,0.0334798972574543,0.0431490825610663,184
"Legonindolizidine A",263.13965,6.943,"","","Unknown","","",NA,NA,NA,NA,0.0200533256630208,-0.0381892947440598,0.0431341871743961,185
"(4as,6as,6br,8ar,12as,12bs,14bs)-12a-(hydroxymethyl)-2,2,6a,6b,9,9-hexamethyl-10-oxo-3,4,5,6,7,8,8a,11,12,12b,13,14b-dodecahydro-1h-picene-4a-carboxylic acid",471.345,8.415,"","","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids",NA,NA,NA,NA,-0.0239125063257007,0.0358822734194669,0.043120128762865,186
"4,5-dihydroxy-1-(piperidin-1-yl)dec-2-en-1-one",268.19189,5.831,"","","Organoheterocyclic compounds","Piperidines","N-acylpiperidines",NA,NA,NA,NA,-0.00473533841598506,0.042854900650701,0.0431157272894168,187
"PI 36:2",861.54858,9.254,"HMDB0009786","","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoinositols",NA,NA,NA,NA,-0.0142301320606097,-0.0406985476790031,0.0431145966192713,188
"Cer(t18:0/16:0(2OH))",570.50793,8.799,"","","Lipids and lipid-like molecules","Sphingolipids","Ceramides",NA,NA,NA,NA,-0.00525388718140749,0.0426744197206075,0.0429966211347535,189
"2-Methyl-3-oxopropanoic acid",101.02437,0.624,"HMDB0001172","C00349","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,-0.032097529345219,0.0286062022871318,0.0429949555106119,190
"(4e)-5,9-dimethyldeca-4,8-dienoic acid",197.15382,7.928,"","","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids",NA,NA,NA,NA,-0.00512782121722671,0.0426825701663493,0.0429894911163319,191
"7-ethyl-1-methyl-2,3-dihydroazulene",173.13228,9.158,"","","Hydrocarbons","Unsaturated hydrocarbons","Branched unsaturated hydrocarbons",NA,NA,NA,NA,0.00595827267082032,0.042574554371747,0.0429894602568198,192
"3,8-dihydroxy-6H-benzo[c]chromen-6-one",227.03461,4.775,"HMDB0013695","","Phenylpropanoids and polyketides","Coumarins and derivatives","",NA,NA,NA,NA,-0.0247195363226675,0.0350606766311555,0.0428987939439109,193
"2-(4a,8-dimethyl-2,3,4,8a-tetrahydro-1h-naphthalen-2-yl)propan-2-ol",221.19037,4.204,"","","Lipids and lipid-like molecules","Prenol lipids","Sesquiterpenoids",NA,NA,NA,NA,-0.0338693384237636,0.026324646308941,0.0428966092897128,194
"Tri-N-butyl phosphate",267.17224,7.376,"HMDB0259164","C14439","Organic acids and derivatives","Organic phosphoric acids and derivatives","Phosphate esters",NA,NA,NA,NA,0.0188012937061651,0.0385444093011866,0.0428854303161678,195
"(1r,2r,3s,6s)-3-isopropyl-6-methyl-7-oxabicyclo[4.1.0]heptan-2-yl acetate",213.14606,5.677,"","","Organoheterocyclic compounds","Oxepanes","",NA,NA,NA,NA,0.0141806744066887,-0.040437067211719,0.0428514635842651,196
"(2e,4e,6e)-dodeca-2,4,6-trienoic acid",195.13818,7.833,"","","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates",NA,NA,NA,NA,0.0158835893510594,0.0397639910119726,0.0428189606584901,197
"Cyathin A3",319.24365,7.669,"","C09079","Lipids and lipid-like molecules","Prenol lipids","Diterpenoids",NA,NA,NA,NA,0.00650720437794155,-0.0423054948053051,0.0428030209160288,198
"N-ACETYLMURAMIC ACID",292.10349,1.064,"HMDB0060493","C02713","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates",NA,NA,NA,NA,-0.0247381157365082,0.0348697774765368,0.0427536636027378,199
"Isophorone",139.11189,5.61,"HMDB0031195","C14743","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,-0.0206141391047917,0.0374474590479794,0.0427464024238508,200
"6-Methyl-6-hepten-2-one",125.09732,4.053,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.0110510448217456,0.041279437070497,0.0427330962663525,201
"Ent-paeciloketal A",491.31516,9.015,"","","Benzenoids","Benzene and substituted derivatives","Butyrophenones",NA,NA,NA,NA,-0.0324882518900917,0.0276864897985572,0.0426852225979865,202
"Aphidicolin A4",395.27539,7.861,"","","Lipids and lipid-like molecules","Steroids and steroid derivatives","Oxasteroids and derivatives",NA,NA,NA,NA,0.0182882923203572,-0.0385349746022387,0.0426544945297682,203
"N-lauroylethanolamine",244.22665,3.851,"","","Organic acids and derivatives","Carboximidic acids and derivatives","Carboximidic acids",NA,NA,NA,NA,-0.0208012023501975,-0.0372319799409391,0.0426486852029034,204
"Niacinamide",123.0554,0.952,"HMDB0001406","C00153","Organoheterocyclic compounds","Pyridines and derivatives","Pyridinecarboxylic acids and derivatives",NA,NA,NA,NA,0.0229575342422369,-0.0358979474276484,0.0426111606037865,205
"1H-Pyrido[3,4-b]indole-1,3 4(2H,9H)-trione",213.0302,5.092,"","","Organoheterocyclic compounds","Indoles and derivatives","Pyridoindoles",NA,NA,NA,NA,-0.0272853353031854,0.0326472018229244,0.0425479648100119,206
"Asperpyridone A",278.17282,5.948,"","","Organoheterocyclic compounds","Benzopyrans","1-benzopyrans",NA,NA,NA,NA,-0.00992029303588478,0.0413703060018628,0.0425430891286186,207
"Pallidopenilline A",269.13959,5.543,"","","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds",NA,NA,NA,NA,0.0273084059349459,-0.0325857635603306,0.042515656192955,208
"16-hydroxy-7-[hydroxy(phenyl)methyl]-5,5,9,16-tetramethyltetracyclo[10.2.2.0,.0,]hexadec-13-en-6-one",409.27054,8.302,"","","Unknown","","",NA,NA,NA,NA,-0.0313424716306013,0.0287248270956588,0.0425143060579676,209
"2-Carboxy-3,5-dihydroxy-4-(3-methyl-2-butenyl)bibenzyl",325.14432,8.768,"","","Phenylpropanoids and polyketides","Stilbenes","",NA,NA,NA,NA,0.0211789486313288,-0.0368629952923809,0.0425138599406659,210
"Dichotone A",241.10815,3.83,"","","Benzenoids","Naphthalenes","Naphthols and derivatives",NA,NA,NA,NA,-0.0337457955452378,0.0257299007266419,0.0424359105992065,211
"15-Hydroxy-14-aldehyde probotryan-4(5)-ene",233.13837,7.099,"","","Unknown","","",NA,NA,NA,NA,-0.0108191624439034,-0.0409890940253507,0.0423929251763382,212
"4,6,12-trihydroxy-3,5,7,9,11,13-hexamethyl-14-propyl-1-oxacyclotetradecane-2,10-dione",401.28629,7.598,"","","Phenylpropanoids and polyketides","Macrolides and analogues","",NA,NA,NA,NA,0.0263684863810185,0.0330646691573874,0.0422914816542699,213
"N-(m-Methoxybenzyl)hexadecanamide",376.31848,7.947,"","","Benzenoids","Phenol ethers","Anisoles",NA,NA,NA,NA,-0.0329532157776555,0.0264839493913172,0.0422766366383441,214
"8-Methoxycoumestrol",297.04681,5.781,"HMDB0030562","","Phenylpropanoids and polyketides","Isoflavonoids","Coumestans",NA,NA,NA,NA,0.0285752515351889,0.0311047953803009,0.042238055068264,215
"Lapatin B",357.09729,5.074,"","","Organoheterocyclic compounds","Pyridopyrimidines","",NA,NA,NA,NA,-0.0334060468590153,0.0257879977043566,0.0422017155142612,216
"3-benzyl-9-(butan-2-yl)-6-(3-hydroxybutan-2-yl)-12-(propan-2-yl)-1,4,7,10-tetraazacyclododecane-2,5,8,11-tetrone",487.27145,8.609,"","","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues",NA,NA,NA,NA,-0.00119266760761192,0.0421735852374954,0.0421904461674268,217
