Name,m/z,RT [min],HMDB,KEGG,Super_Class,Class,Sub_Class,log2FC_Processing_1,log2FC_Processing_2,log2FC_Processing_3,log2FC_Processing_4,YS0_F-1,YS0_F-2,YS0_F-3,YS25_F-1,YS25_F-2,YS25_F-3,YS50_F-1,YS50_F-2,YS50_F-3,YS75_F-1,YS75_F-2,YS75_F-3,YS100_F-1,YS100_F-2,YS100_F-3
n-butyrl n-valeric acid,171.10266,5.036,,,Organic acids and derivatives,Keto acids and derivatives,Medium-chain keto acids and derivatives,,,,,309935.1666623176,314774.96059398097,309247.45774370147,319294.9476071156,237209.07874417014,269489.6633487141,248797.2467205585,240405.63788840643,238697.69999103516,216932.88545304266,249150.71441445782,246075.11293249938,343783.2682205108,309852.609558314,304634.47552117513
"(1s,6s,8s,8ar)-octahydroindolizine-1,6,8-triol",172.09775,3.606,,,Organoheterocyclic compounds,Indolizidines,,,,,,755579.7324047446,785018.0314824356,854936.5744128196,1051666.8755037484,1052567.5354385076,1252594.154057744,764013.2026594456,759993.5817868236,835718.0769537312,778355.0544485826,756643.4075088653,857487.1416425519,442871.36141998315,492300.4654861356,505249.9730938809
Phenylmethylsulfonylfluoride,173.00792,3.558,HMDB0256652,C06747,Benzenoids,Benzene and substituted derivatives,,,,,,760013.6360025306,744109.4347136003,816175.759483869,1854426.8286426207,2253072.4775967817,2274599.923760599,855896.1452865561,879386.6244859442,875230.5290274997,822034.3077219075,911012.0333448338,905245.9686332581,776602.4844941176,739818.3450511589,934870.6072547239
pentylmalonic acid,173.08162,4.229,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,901671.5898266812,996679.0605427383,903587.2646305803,838781.0979481845,832591.8000484937,798429.5945033223,1827984.1651297647,1851466.1408835722,1779271.0939866633,872990.7304045781,937390.1587830256,863097.8829123961,812177.8060294453,840697.5362708883,907225.1647996667
"2,4-dimethylhexanedioic acid",173.08229,4.537,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,419845.4068746516,396280.97534588084,443485.19637946767,413270.57406523963,340126.3775949721,379934.6477397882,622215.7823367495,610513.1183743045,698502.7017889463,437600.60749480687,395571.2938325445,349660.5395726486,372381.63204859727,489003.52527764515,434846.50627375755
2-hydroxy pelargonic acid,173.11856,5.773,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,377036.8009431723,413413.8002272441,370033.47442958347,391668.35912391514,357176.54198703804,420714.5572890467,2069124.7179849297,1851828.2111116832,1783256.5719033862,313147.836084365,384154.151275367,314815.41604026797,314914.5911179615,302887.29117793276,380066.70160410576
4-Methoxyindole-3-carbaldehyde,174.05614,4.381,,,Organoheterocyclic compounds,Indoles and derivatives,Indoles,,,,,130255.53767083607,145964.20002300612,146297.5302061577,68839.93119918808,68565.08729836975,71758.19834244213,49350.4120330149,51868.9738231607,57058.65676382441,80182.54189145168,74864.40654192374,77873.43415662457,32729.636501490826,31103.69047168297,28733.249076826203
"10-hydroxy-8E-Decene-2,4,6-triynoic acid",175.04028,4.478,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,34585.96647631817,30647.88240868255,29485.374194999273,156878.18146787287,163737.96746517607,154318.65046695105,203992.222175152,204665.08571248135,197859.19701236655,11664.943390922794,10139.969951541601,12104.524597535601,13619.993786493398,10712.3939908528,12913.740372653803
(5s)-2-carboxy-5-methylthiomorpholin-1-ium-1-olate,176.03564,4.457,,,Organoheterocyclic compounds,Thiazinanes,Thiomorpholines,,,,,76453.49643897395,82168.37260465782,80802.7224963682,15222.863557398583,17556.557513882268,15482.418508719145,36752.61147746888,40928.34697145714,43113.971471073986,24256.46767877449,22536.15065667627,21705.698744549245,64980.59450125722,60173.16986443635,61485.095144306404
1-{[(s)-(1e)-prop-1-ene-1-sulfinyl]sulfanyl}butane,177.04024,0.617,,,Organic acids and derivatives,Thiosulfinic acid esters,,,,,,558151.8842268494,530497.0532118065,585791.0998613441,78038.48572718693,77696.19645368797,82893.42303912512,72884.83999688743,73543.60065797134,73029.02076514128,115028.46368308927,106554.54505141772,109220.79596549303,107124.33487565229,95706.80251144947,105476.01021289821
"7-hydroxy-4,6-dimethyl-3h-2-benzofuran-1-one",177.05583,5.255,,,Organoheterocyclic compounds,Isocoumarans,Isobenzofuranones,,,,,499959.5677135874,479264.7768657487,574470.8926206639,309935.6098665988,298929.8679335493,287734.121199852,258868.18266693284,251972.21863334466,241975.25409972243,130706.70364208076,172155.24888719697,172220.9769707222,176854.63132299786,155734.4701489952,156960.06052800696
3-(4-ethylphenyl)propanoic acid,177.09186,6.15,,,Phenylpropanoids and polyketides,Phenylpropanoic acids,,,,,,5824130.551521504,6003829.984433359,5221362.144045136,6391153.906923573,5607079.69165648,6219924.994419947,6030799.9715050915,5382845.990180314,7040986.983314596,6229489.653319266,6257007.736849398,5573207.730831338,6199286.34169992,5340369.972593049,5912611.11970703
"4,5-dihydroxy-7-methylphthalide",179.03497,4.445,,,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,,,,,998722.4416968407,911833.1802527176,985170.9540504415,402653.8548124305,481199.4296652831,421666.35302228655,1068629.4702628274,1055974.9190505038,934125.2666866692,322285.950825419,322849.9444409912,300034.34123359004,254497.86265350884,252670.61902212605,244302.99342436524
4-Hydroxyphenylpyruvic acid,179.035,4.972,HMDB0000707,C01179,Benzenoids,Benzene and substituted derivatives,Phenylpyruvic acid derivatives,,,,,692072.5289379418,684843.4817492052,792321.535612853,708364.6440828436,755890.2033950356,667787.548022121,721874.7074151173,770378.8752122367,786634.5135726462,521546.8000368811,709307.0684071076,704882.2517560117,606918.0500457446,657540.6934099277,663914.3084443277
D-Mannose,179.05582,0.624,HMDB0000169,C00159,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,40981198.23867143,37027969.92224655,46961857.81908199,13457865.81003178,14082466.519406196,12644512.240562025,5198320.236768059,4537599.999793331,5126139.3044386115,6419795.998606691,7781256.525245886,6600203.215147422,2314135.011358254,2269161.1632624418,2221285.1053793035
Fructose,179.0607,0.685,HMDB0000660,C02336,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,79864.46650182268,81444.08953388476,69993.75642429259,11151888.600327436,10844741.96057601,10752198.849096555,71631.66097094298,74817.03435071978,81415.24846833726,78162.67259091935,83344.22298513848,87773.8162239422,68371.98077228534,65787.68794808,64094.10154963466
"(1R)-1-[(1R)-1-hydroxyethyl]-1,3-dihydro-2-benzofuran-4-ol",179.07155,5.691,,,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,,,,,736855.043952521,670454.0899514118,640979.4205960672,547319.7795718611,558782.6985777782,592249.5472503607,568186.5201908117,602784.5453787353,599403.4487304532,603075.4084301933,615102.8567250954,590782.6850447115,488852.77490703034,643626.2711475258,613331.5693454436
"(4ar,8s,8ar)-4,8-dimethyl-4a,5,6,7,8,8a-hexahydroisochromen-1-one",179.10757,6.66,,,Organoheterocyclic compounds,Pyrans,Pyranones and derivatives,,,,,2891648.2468819325,3075091.3045670823,2732459.7815509844,2995279.562619915,3035144.8026828384,3023752.895697246,3106303.0263214326,2750337.801244388,3426295.8864341797,3308673.7959829294,2778441.9957375806,2869368.14327949,3030672.500769269,2981945.015268174,2855920.7559625567
"3,4-Dimethoxybenzamide",180.06679,6.162,,,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,,,,,291577.870331915,317801.42060317355,268362.1769649115,97726.69759025905,87466.92416762187,107131.90844211908,120077.92766228976,143381.07635307414,145612.29808463607,96441.19341715147,97628.09225384254,79446.26018900605,116462.41634651374,125443.03340971246,136627.50534377384
Veratramide,180.06683,6.351,,,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,,,,,319853.4848752217,402157.4630423841,369691.03118239436,118421.15499998668,106246.04035850777,106539.56634150553,163978.9568436004,163698.80895215482,175606.69070424483,136039.4071685293,172134.6497806527,177351.45405081802,184336.3745008639,217809.383704142,202620.0240949941
4-O-Methylphloracetophenone,181.05052,5.73,HMDB0029646,C10680,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,18201.52259013568,19102.140399049105,17097.00075081522,11026.474594993997,10546.272696563274,11659.720398442727,27556.267219821977,29236.74994135204,29206.613218825976,15349.617897288133,18699.470462752633,16782.449639959235,1908932.653052322,2202060.571999664,1846715.8859480147
"2,6-Dimethoxybenzoic Acid",181.05057,3.834,HMDB0029273,,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,,,,,52291.3519713304,57473.98371462208,52219.77120404755,36165.19648863821,38548.637725712884,32030.592345648907,52487.80800888693,56712.35464118504,50932.583379928,46720.35378812366,47791.09735245502,57963.847989421294,39896.69017992125,34048.319444203626,35909.23124587512
D-Mannitol,181.0717,0.625,HMDB0000765,C00392,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,10934022.119960124,9395791.147050258,8766038.911989614,788868.9138335591,785662.9096388775,824662.4584275633,1020464.0872686203,966100.0533658325,1182032.9823655472,892966.4969697293,917906.3537763187,821329.1184539514,705118.733042716,687944.8296900494,701848.1438672345
2-Propyl-4-(hydroxymethyl)furan-3-carboxylic acid,183.06612,4.545,,,Organoheterocyclic compounds,Furans,Furoic acid and derivatives,,,,,813170.6567064818,888133.3078279581,700850.7896655601,43931.08639319785,31576.33955313786,36666.58652366428,31181.591029825115,35327.31842720174,33848.73796297316,37297.145325102545,28385.84220591897,37278.15336897847,34807.5644005503,34392.90792968825,31817.72387976147
3-chloro-4-hydroxyphenylacetamide,184.01689,4.523,,,Benzenoids,Benzene and substituted derivatives,Phenylacetamides,,,,,8371.566260655238,8657.882327534955,8897.346300809802,6059.180073151346,6287.5152656950195,5828.830221153634,5270.800326352284,4986.692975499125,5625.21713414859,4804.684863659339,5143.3200810559365,5210.3377672847255,5481.449068302445,5701.628733825676,6371.56746687188
"2-chloro-1,3-dimethoxy-5-methylbenzene",185.03543,4.368,HMDB0029674,,Benzenoids,Benzene and substituted derivatives,Methoxybenzenes,,,,,1196760.60102623,1015791.3256620672,1330769.5983117032,16426.13657026011,17979.766657751272,19276.314241988614,14106.182518776819,12962.99824222216,13793.392129001028,120968.17440854419,114513.6300662416,99748.6733252142,17153.012521098826,18237.734293122357,17563.667025778825
8-amino-7-oxononanoic acid,186.11353,4.053,HMDB0240687,C01092,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,14476158.39621016,13560698.244711539,14825156.969078295,26140955.582503054,33830151.874575436,24223010.812921513,14657094.877778478,13023178.70466147,17873080.43756006,17020013.740435075,14640781.414309312,17767894.755255617,9114776.108117387,9189379.68763773,9179127.062244887
p-Cresol sulfate,187.00674,4.18,HMDB0011635,,Organic acids and derivatives,Organic sulfuric acids and derivatives,Arylsulfates,,,,,34189.05965941436,36023.57904885213,35443.732041733514,20592.504345056455,19706.90914319118,22363.949371752373,40548.346186463335,40812.423262662414,45563.854310874245,5617.622394470117,5883.803277204057,6474.506174325824,20126.53349246907,19681.207004906966,21891.57158262397
"2-(4-methylfuran-2-yl)cyclohexa-2,5-diene-1,4-dione",187.04198,0.953,,,Lipids and lipid-like molecules,Prenol lipids,Quinone and hydroquinone lipids,,,,,512077.83007713855,494380.5185015539,528556.7640213076,722358.5652070262,780503.8922922672,680259.9993007063,365328.6160902764,412509.26563495345,445682.0177747701,214086.391331724,178213.70667776148,199594.9177905145,639871.6027156013,504433.1866476456,604532.6751367527
Azelaic acid,187.09724,4.626,HMDB0000784,C08261,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,,,,,5873656.6625456475,5681596.525890402,5644618.707563954,4949840.49680013,4983677.203928605,5470306.605271265,6481637.032067693,6240140.444990465,6845173.699941843,5983526.255932549,6665195.828293141,7289541.384774312,5369368.589092107,4725055.296512237,4310359.899395657
3-hydroxy-decanoic acid,187.13414,5.923,HMDB0002203,,Organic acids and derivatives,Hydroxy acids and derivatives,Medium-chain hydroxy acids and derivatives,,,,,203746.28163986336,195178.04520267755,206819.56555745917,143312.5090062089,146928.55235834522,139980.89623544598,121962.97592755227,116236.16543834815,119199.9915340996,172636.90387019393,155452.79183396514,157426.00559584086,125401.48310218519,133857.69597797375,131008.03931984102
"2,4-dichlorobenzoic acid",188.94887,0.954,,C06670,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,,,,,3602560.7944116313,3462527.3324357057,3357640.1831526617,3808867.544490781,3511814.6973996894,3389901.2101095305,2918889.3548790677,2527346.3196644844,2744679.961456448,2016085.857641834,2303276.5775040765,2116736.242854089,3389219.8823434194,2901800.080998515,3308099.3956580665
"2h-[1,3]dioxolo[4,5-g]chromen-8-one",189.01907,4.184,,,Organoheterocyclic compounds,Benzopyrans,1-benzopyrans,,,,,147015.31853706736,161352.79320729803,154644.83555563464,16044.149752145844,15567.264908854093,17475.87953900006,12793.42573453212,13804.295374050535,12865.509341417344,76718.31175446579,79476.982277452,70189.67159808218,60716.45740974383,67193.93272509305,74034.02675516313
3-Hydroxyjuglone,189.02219,6.183,,,Benzenoids,Naphthalenes,Naphthoquinones,,,,,1222117.8472973756,1128842.820070244,1259600.9556323807,452179.2370175505,439074.0781986285,354442.15258382104,426929.94036146975,377472.81944874104,433021.6806897894,462108.9552995183,478703.8654928592,524874.6300076224,459000.7303505003,425638.03524209803,484178.55830740166
"(4as,5s)-3-hydroxy-4a,5-dimethyl-5,6,7,8-tetrahydronaphthalen-2-one",191.10764,6.162,,,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,,,,,462995.83155186725,415540.0687445588,421639.55880357383,445014.6964540206,455398.1593779268,420803.8553680527,359726.7208671096,337910.770091274,336151.2944416163,310510.8574701338,344378.75768822856,363997.5318416377,363780.81029991934,363604.9240533381,330729.50144674245
Galacturonic acid,193.03535,0.585,HMDB0002545,C08348,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,,,,,200619.57577494654,158369.22927675452,188073.43734829896,551396.729294772,607377.3507080333,669357.4455971946,135603.6477574125,166750.34238862156,163137.59495396595,497840.13052376447,468386.4921340947,501569.7753421407,140138.9768581712,209702.39881743627,149164.06652439252
4-Hydroxy-3-methoxycinnamic acid,193.0506,4.79,HMDB0000954,C01494,Phenylpropanoids and polyketides,Cinnamic acids and derivatives,Hydroxycinnamic acids and derivatives,,,,,155883.73471259826,165645.20587997953,159595.71650742233,78310.32412143142,84263.38237057251,93088.8187279961,78584.65018458701,84575.2271359589,94494.6149894541,70130.4188967771,60853.70986254291,59058.842780679945,63080.13625986741,64143.10681391749,74603.81912621506
Galiellalactone,193.08684,5.998,,,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,,,,,4400059.68207651,4212229.219225947,3771764.228697544,3177025.991747901,2909454.3090089667,3358549.227243131,2793922.5393460877,2963890.3899112665,3280230.8057426466,3226281.8981901594,2930840.9433000414,2998691.6235097977,2658762.795426202,3165567.4209611653,3185909.617612633
3-Formylcarbazole,194.061,5.139,HMDB0029743,,Organoheterocyclic compounds,Indoles and derivatives,Carbazoles,,,,,164882.53664518587,139492.50209773748,162739.23375707667,50961.44851736741,56146.46886390811,49080.97749872449,56872.54454288424,60884.25650103322,60835.28269608255,89257.77043888079,101290.80679836907,100640.38160275015,100201.96793732027,69099.91023439373,73613.094958286
Damascenine,194.08197,6.709,,C10588,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,,,,,4796429.1859938335,5577648.502476246,5932539.686529922,4481695.01383261,5600978.8710018005,5111604.657165591,5091276.353959747,4816511.946015353,4686731.493024898,4829294.082175137,4827239.714872992,4591373.669951872,4900105.519224716,4314376.7286018,5156007.1001734845
